City,Location_Name,Description
Boston,"Mission Hill Neighborhood - Boston, Massachusetts - Historic Neighborhood Rich in Culture and Architecture","Mission Hill is a three-quarter square mile neighborhood of approximately 18,000 people in Boston, Massachusetts. The neighborhood is roughly bounded by Columbus Avenue and the Boston neighborhood of Roxbury to the east, Longwood Avenue to the northeast and the Olmsted designed Riverway/ Jamaicaway and the town of Brookline to the west.Northernly is adjacent to the Jamaica Plain neighborhood of Boston. It is served by the MBTA Green Line E Branch and the Orange Line and is within walking distance of the Museum of Fine Arts. ""Coincidences"" Hill with about half of the Longwood Medical and Academic Area, home of 21 health services research and education institutions are responsible for the largest employment area in the city of Boston out of town. Due to these adjacencies, the neighborhood is often struggling with institutional growth has residential buildings and occupying storefront commercial space. But recent years have seen new retail stores, restaurants and residential development in the neighborhood giving a stronger political voice and identity.Mission Hill is historic district architecture with a combination of detached houses built at the beginning of wealthy landowners, blocks of traditional brick row houses and two flats Triple many. Many are condominiums, but there are several families of two and some houses.The district was named in March 2008 as one of the ""25 Best Zip Codes in Massachusetts"" by the Boston Globe, citing a higher value on houses, restaurants and abundant shopping, a marked racial diversity and that 65% of the residents walk, bike or take transportation to work.The district has two main shopping streets: Tremont Street (north and south) and Huntington Ave. (which runs east and west). Both have several small restaurants and shops. Mission Hill is located at the western end of Tremont Street, with Beacon Hill in the east. Mission Hill has two main ZIP Codes; the southern half is designated and the northern 02120 is 02115. In addition, a very small portion of southeastern edge uses the code and 02130 two streets on the western edge use 02215.Parker Hill, Roxbury Crossing, the Triangle District, behind Hill and Calumet Square are areas within the Mission Hill, a designated official in the Boston neighborhood (as evidenced by numerous signs prohibiting parking without a tag only can be received by the residents).Brigham Circle, located at the corner of Tremont and Huntington is the neighborhood shopping center with a grocery store (Stop & Shop), pharmacies, bars, banks and taverns. Furthermore, two other smaller commercial areas are in the neighborhood: Roxbury Crossing and the corner of Huntington and South Huntington near the Brookline line.On Tremont Street is Our Lady of Perpetual Help Basilica (1878, Schickel and Ditmars, 1910 towers, as well as Franz Joseph Bottom), in a landmark building of the same name which dominates the skyline of the area. The church was chosen as the location for the funeral of Senator Edward M. Kennedy on Saturday, August 29th, 2009.At the top of the hill is the New England Baptist Hospital and Parker Hill Playground, which extends from the hospital grounds by Parker Hill Avenue."
Boston,"Museum of Fine Arts - Boston, Massachusetts - One of the Best Museums in the United States","The Museum of Fine Arts, Boston, Massachusetts, is one of the greatest museums in the United States draws more than a million visitors a year. It contains more than 450,000 works of art, becoming one of the most comprehensive collections in the Americas. The museum was founded in 1870 and its current location in 1909. In addition to its storage business, the museum is affiliated with an art academy, the School of the Museum of Fine Arts, and a sister museum, and the Nagoya Boston Museum of Fine Arts in Nagoya, Japan.The Museum was founded in 1870 and opened in 1876, with much of its collection taken from the Ateneo Art Gallery in Boston. Francis Davis Millet was instrumental in starting the Art School attached to the museum and get Emil Otto Grundmann (1844 - 1890) named its first director.Originally it was located in an ornate brick Gothic Revival building, designed by John Hubbard Sturgis and Charles Brigham and located in Copley Square in the Back Bay of Boston. The Copley Square building was notable for its large scale use of architectural terra cotta in the United States. The museum moved into its current building on Huntington Avenue, Boston, Avenue of the Arts in 1909.Current museum building was started in 1907, when trustees of the museum hired architect Guy Lowell to create a master plan for a museum could be built in stages as funding was obtained for each phase. The first section of Lowell's neoclassical design was completed in 1909, and featured a 500-ft (150 m), granite facade, cut along Huntington Avenue, the grand rotunda, and the associated exhibition galleries. Ms. Robert Dawson Evans then funded the total cost of building the next section of the museum's master plan. This wing along the marshes of Back Bay, opened in 1915 and houses art galleries. From 1916 until 1925, John Singer Sargent created the art that lines the rotunda and the colonnade partners. Numerous building additions extended throughout the year including the wing of Decorative Arts in 1968 and the Norman Jean Calderwood Court Garden and Terrace in 1997. This wing houses the museum cafy, restaurant and gift shop and exhibition space.In the mid 2000s, the museum embarked on a major renovation project. This includes building a new wing for the arts of the Americas, redesigned and expanded educational facilities, and extensive renovation of its galleries of Europe, visitor services and maintenance services.This expansion increases the size of the MFA by 28% with an additional 133,500 square feet (12,400 m2) of space. The new wing was designed in a restricted way, London's contemporary architecture firm Foster and Partners, headed by Lord (Norman) Foster.Groundbreaking for the addition took place in 2006. In the process, the current garden patio will become a climate-controlled for years round glass enclosure.Landscape architects Gustafson Guthrie Nichol redesigned Huntington Avenue and Fenway entrances, gardens, access roads and courtyards. The opening of the new wing is planned for late 2010."
Boston,"North End Neighborhood - Boston, Massachusetts - Small but Diverse Neighborhood District","North End of Boston is the oldest community residential town where people have lived continuously since it was established in the 1630s. While small at just a third of a mile, the district has approximately 100 eating establishments, and a variety of tourist attractions. It is known as the Little Italy of the city by its Italian-American population.The North End was home to some of the wealthiest residents of Boston and later the first community of black people created by freed slaves and escaped.In the 19th century, the Irish began to migrate into the far north in large numbers and dominated the area until about in 1919, when the Boston Molasses Disaster occurred. This event was infamous for killing several residents. This is one of the strangest engineering accidents today.The North End became a center of Jewish life in Boston; Hebrew inscriptions can still be found in several buildings. On 15 January 1919, the North End was the site of the Molasses Disaster in Boston.La Casa Delgado, reported by the Boston Globe as having the ""uncontested distinction of being the narrowest house in Boston,"" is near the top of the hill Copp view of Old North Church and Leonard P. Zakim Bunker Hill Memorial Bridge.In the 20th century, the North End became the center of the Italian community of Boston. It is still largely residential and well known for its small, authentic Italian restaurants and Italian coffee first, Caffe Vittoria.The construction of the elevated central artery (Interstate 93) in the 1950s, divided the northern end of the rest of Boston. With the completion of the Big Dig, the old elevated highway has been completely eliminated and the North End has re-joined the rest of the city.Although the north end is part of Boston's original area of settlement, most of the architecture seen today dates from the late nineteenth century to early 20th century (neighborhood architecture is especially prominent). The neighborhood has a mix of architecture from all periods of American history, including structures such principles as the Old North Church (1723), the Paul Revere House (1680), the Pierce-Hichborn House (1711), and Clough House (1712).The historical COPP Hill is the site of the Copp's Hill Burying ground, one of the oldest cemeteries in America. The cemetery contains many graves dating back centuries and principles including Puritan divines Cotton and Increase Mather and Prince Hall, founder of Prince Hall Masonry. The House of Delgado, the narrowest house in Boston, across the street.The Brink famous Grand Theft occurred in the North End. The Brink's building where the robbery took place still stands as the North End Parking Garage.The Freedom Trail passes through the North End, making official stops in some of the sites listed above. In recent times, many other cultures have settled in the North End. Today it is a cultural melting pot of diversity."
Boston,"Quabbin Reservoir - Boston, Massachusetts - Largest Body of Water in the Greater Boston Area","Quabbin Reservoir is the largest body of water in the Commonwealth of Massachusetts and was built between 1930 and 1939. Today, along with the Wachusett Reservoir it is the main water source for Boston, about 65 miles east and 40 other communities in the greater Boston area. It is also, the water supply to three towns west of the reservoir and acts as backup supply for another three. It has a total capacity of 412 billion U.S. gallons and an area of 38.6 square kilometers. Quabbin water flows from the reservoir of the Wachusett Dam using the Quabbin Aqueduct. The Quabbin watershed is managed by the Massachusetts Department of Conservation and Recreation, while the water supply system is operated by the Water Resources Authority, Massachusetts. Winsor Dam and Goodnough Dike form the reservoir of the dams of the three branches of the Swift River. Quabbin Reservoir is part of the Chicopee River Basin.Greater Boston began to overcome their local water supplies in the first half of the nineteenth century. Many potential sources of water were explored, including groundwater and rivers, but none was considered adequate in quantity and cleanliness to meet the needs of the rapidly growing city. After several years of controversy, the General Court of Massachusetts (the official name of the state Legislature) authorized the construction of the Cochituate Aqueduct to carry water to Boston from Lake Cochituate in Wayland and Natick, Massachusetts.Due to the restrictions of the state, most areas around the reservoir are accessible only on foot, through fifty-five doors in the neighborhood. Few people in the deep woods, and has become a wildlife area. Bald eagles, moose, bear, foxes, bobcats and share the habitat. Large portions of Dana are on higher ground and their remains, especially the cellar holes and old green city (where a historical marker was placed stone) can be visited. Much of Prescott is also above the water, what is known as the Prescott Peninsula, but cannot be visited due to state restrictions, although there is an annual tour of the city by the Swift River Valley Historical Society . Some homes and existing roads that were once part of North Prescott (now New Salem), and there is a marker of town line just north of the gates, indicating the line of the ancient city of Prescott. Cellar holes were completed near the center of what was Prescott to accommodate the Five College Radio Astronomy Observatory operated by the University of Massachusetts Amherst.Fishing is allowed in designated areas in the northern portion of the reservoir. There is a visitor center south of the dam and an observation tower, and Enfield Lookout. The area is accessible by car from the south using state Route 9. The reserve is a popular place for hiking and other outdoor activities. This area was part of the town of Enfield, which was annexed by Belchertown."
Boston,"Redbones - Boston, Massachusetts - Southern Style and Down Home Restaurant in Boston","Redbones is a well established, and much loved restaurant in Davis Square - near Somerville, Massachusetts. Redbones has become a favorite of many people in recent years, probably due to its authentic down home-style Southern food, unique atmosphere, and true friendship of its staff. Redbones also offers 24 beers on tap and often hosts a fresh local beer hall. Catering and delivery are also available for private functions.Redbones is open for lunch daily at 11:30 am (noon on Sundays) and dinner is served from 4:00 pm until 10:30 (11:00 pm on Friday/Saturday). There is also a night menu every night until 12: 30 am.When opened in 1987, Redbones, a barbecue restaurant to its authenticity was virtually unknown north of the Mason Dixon. Years later, as barbecue joints popped up everywhere; Redbones still has great fun, food, and the wide range of services. Customers and employees equally share the spirit of Redbones, where the community instead of marketing is on the agenda.In the dining room there is a steady stream of customers, service personnel, music and food. The classic photos from days past barbecue, autographed photos of rhythm and blues great, and artistic home menus and signs that adorn the walls of the main hall without pretension. For the curious, there are seats from the front where people can observe firsthand the action of the open kitchen and chat with the pit master and crew.Next to the dining room is a cozy bar with more beers on the menu than food. There is a wide selection of beers and breweries for visitors to try.The clients are as varied and as interesting as the food and are all there - the young to the very least, the CEO of craftsfolk, globe-trotting neighbors - Southern hospitality and barbecue unites. And, Redbones' equipment, personnel service kitchen staff is equally diverse.The Food - At Redbones, the traditional craft of barbecue is supervised by a 'seasoned pit master, paying attention not only to smokers, but the food preparation for finishing off the ribs before serving. The pit master and crew take pride in their craft, pouring energy and creativity in the kitchen at Redbones. If a favorite menu item is out or takes a while to prepare - the open fire is more than a microwave - customers will always know that authentic southern BBQ Redbones is really what is and is worth the wait!All imagination, research and the quality really shine in the renowned sauces - mild, sweet and hot vinegar. The main one is the hot sauce, a mixture of taste tempting to leave your mouth twisting in ecstasy fire. This venue is known for its sauces and draw visitors back for more each and every time.The recently opened ground floor called Underbones, with its state of the art Touch 24 system is available for private parties, gathering, or dancing in any place you choose. Redbones will even come to your own party offsite."
Boston,"Roslindale Neighborhood - Boston, Massachusetts - Boston Neighborhood with Plentiful Transportation","Roslindale is a neighborhood of Boston surrounded by Jamaica Plain, Hyde Park, West Roxbury and Mattapan. It is served by a line of MBTA commuter rail, MBTA bus lines and the nearby MBTA Orange Line.Six miles south-southwest of downtown Boston, Roslindale was originally part of the town of Roxbury. In 1851, current day Jamaica Plain, Roslindale and West Roxbury seceded from Roxbury to become the City of West Roxbury.The area voted in 1873 to be annexed to the city of Boston. In the 1880s, the area was called South Street Crossing because the railroad intersection with South Street. However, when the community requested a district post office of your account, the name ""South Street Crossing"" proved to be unacceptable for the government.The name ""Roslindale"" was suggested by John Pierce, a well-traveled member of the community, who told the assembled citizens that the area reminded him of the beautiful historic town of Roslin, Scotland, outside Edinburgh. Pierce thought the area was like a dale because of the surrounding hills. Thus, the combination of ""Roslin"" and ""Dale"" was submitted to the United States Postal Service and the name ""Roslindale"" was formally established.Roslindale grew up in a residential suburb of traditional tramway. The railroad was built after the Civil War, and spawned a new round of commercial development. Roslindale has experienced steady growth of its resident population from the 1880s with the introduction of the horse tram service between Forest Hills and Dedham.In the 1920s, Roslindale Village assumed the configuration it has today, with wooded Adams Park at its center. Roslindale falls into a crease between several other neighborhoods in Boston and parts of Roslindale neighborhoods adjacent to these surroundings take on the characteristics of those neighborhoods. For example, the western part of Roslindale combines perfectly with a West Roxbury and two family homes and tree lined streets, and Roslindale northern consists of two dense and three family residences in the middle of light industrial buildings similar to those of corridor adjacent to Stony Brook in Jamaica Plain.The Roslindale business district (called ""Rozzy Square"" by locals) has been fighting for over 20 years to reinvigorate itself as the Federal District's main streets, but has had limited success. Before the advent of shopping malls in the 1970s, Roslindale was an important commercial district for the city of Boston, with department stores, exhibition halls, numerous food markets, etc.The arrival of the malls with their acres of parking effectively killed Roslindale Square for several decades. The district has improved somewhat, but most accounts still have a long way to go before it regains its former glory as a shopping destination.In 1985, Roslindale Village Main Street was created to give new impetus Roslindale an attractive destination town and downtown. In recent years, several restaurants, such as Delfino Restaurant, Coffee Geoffrey Birch Street Bistro and the Grotto of Sofia have moved to Roslindale Village attract diners from the surrounding neighborhoods.Roslindale is a neighborhood of diverse ethnic separation from 2000 was 56% white non-Hispanics, 16% Black or African American, 20% Hispanic or Latino and 3% Asian or Pacific Islanders."
Boston,"Roxbury Neighborhood - Boston, Massachusetts - One of the First Towns in the Colony","Roxbury is a neighborhood of Boston, Massachusetts. It was one of the first towns founded in the Colony of Massachusetts Bay in 1630, and became a city in 1846 until annexed to Boston on 5 January 1868. The original town of Roxbury once included current Boston neighborhoods of Jamaica Plain, Roslindale, West Roxbury, South End, and much of Back Bay. Roxbury now generally ends at Columbus Avenue to the north and Lenox Street to the east.Roxbury is now one of the 21 officers in the neighborhoods of Boston, used by the city for the coordination of neighborhood services. The city claims that ""serves as the heart of Black culture in Boston.""Of the original boundaries of the town of Roxbury can be found in Drake's history of Roxbury and took note of his characters. These limits are the Christian Science Center, the Prudential Center (built on the former rail yard in Roxbury) and the entire south and east of the Muddy River including Symphony Hall, Northeastern University, YMCA, Harvard Medical School and many hospitals and Schools in the area. This side of the Muddy River is Roxbury; the other side is Brookline and Boston. Franklin Park, once fully in Roxbury, where Jamaica Plain, West Roxbury and Roslindale were villages within the town of Roxbury until 1854, has divided the line between Roxbury and Jamaica Plain located in the vicinity of Peter Parley Road at Walnut Avenue, through the Columbia street park. Here, Walnut Avenue changes its name to Sigourney Street, indicating the area is now Jamaica Plain. One side of Columbia Street Roxbury the other is Dorchester. Melnea Cass Boulevard is located approximately in the channel that ships Roxbury in Roxbury since bypassing the busy port of Boston in the 1830s.A store known as the Blue Tent, at the intersection of Washington and Warren Street in Dudley since 1699. Many remember the furniture store known as Ferdinand's Blue Store, as the elevated train in two parts of the building. This area was also home to several famous Boston business firms, Hardware W. Bowman Cutter store with its head down sign, Timothy Smith's Department Store, and JS Waterman and Sons, funeral directors for many prominent families in Boston.Roxbury neighborhood remains a mostly African-Americans as it has been since 1960, but there is a growing population of Puerto Rico. In 1987, Nelson Merced, a Puerto Rican, was chosen for the fifth district of Suffolk in Boston. From the 2000 census Roxbury was 5% non-Hispanic whites, 63% non-Hispanic black or Black, 24% Hispanic or Latino may be of any race, 1% from Asia and Latin, 3% from other races and 4% from two or more races.Students at Roxbury are served by the Boston Public Schools (BPS). BPS assigns students based on applicants' preferences and priorities of students in different areas. Roxbury is home to Roxbury Community College. The Eastern Nazarene College offers courses for adults / classes lead in Roxbury. Roxbury Preparatory Charter School is a charter school that serves at 6.8 degrees on Mission Hill in Roxbury, MA. Roxbury High School was once located on Greenville Avenue."
Boston,"Samuel Adams Brewery - Boston, Massachusetts - Founded on the Belief that Americans Need Better Beer","Jim Koch founded the Boston Beer Company in 1984 because he believed that ""AMERICANS DESERVED BETTER BEER.'' This became the company's motto or belief and it still stands today. Today, the business is a team of about 350 people, and all share a common passion for bringing great Samuel Adams beers to beer lovers everywhere.The Boston Beer Company has been cited as one of the best companies to work for by Boston Magazine, one of the best Jobs for The Princeton Review, and their beers have won more awards than any other in the history of beer. Jim has been named ""Entrepreneur of the Year'' by Inc. Magazine.Once a year, normally in January, everyone gathers for a meeting of the entire company. Sales people fly across the country. The brewery workers and office staff are invited to join in. There is a full agenda of meetings, seminars, team building events and parties. One of the highlights of the meeting is a company's overall beer trivia contest.This year, one of the waitresses from the hotel I was seeing how the different teams arrived in costume with music and much whooping and fanfare, said: ""I always knew Samuel Adams made the best beer in America, but now I see that this is the largest company in America.''When you look around you see that the Boston Beer Company is a team of enthusiastic people who are passionate about beer and really enjoy coming to work every day.The Boston Beer Company, Inc. is a publicly traded company listed on the New York Stock Exchange under the symbol SAM. Annual production of beer less than 2 million barrels or annual beer production exceeding 2 million barrels and the brewery was founded as a craft brewery and even the other boats Brewer defining criteria.Less than 25% of the craft brewery is owned or controlled (or equivalent economic interest) by a member of alcoholic beverages that are not themselves a Craft Brewery.A brewer who has either a flagship for all malt (beer which represents the bulk of the marks of this brewery), or at least 50% of its volume or all malt beers or beer using aids for improving rather than lighten flavor.The Boston Beer Company is proud to partner for the second year with Share Our Strength hunger organizations, a struggle against the leader of the nation. This year, the company is demonstrating its support by participating in the taste of the Nation, events in 15 cities across the country. In addition to providing national support for the nation's taste, Samuel Adams is helping to fight hunger Share Our Strength Share Our Strength 2005 / Samuel Adams Restaurant Program. Samuel Adams will donate $ 1. Samuel Adams 00 for each sold in participating restaurants taste of the Nation."
Boston,"South Boston Neighborhood - Boston, Massachusetts - Densely Populated Neighborhood in South Boston","South Boston is a densely populated neighborhood in Boston, Massachusetts, located south of the Fort Point Channel and abutting Dorchester Bay. It was formerly known as Dorchester Neck and today is known as ""Southie"" by its residents. South Boston is known for being a working class Irish neighborhood in America. The neighborhood is also home to communities, small but dynamic of Poland and Lithuania the Boston area. Some parts of the neighborhood are also known as some of the poorest urban neighborhoods in the U.S.Castle Island, Pleasure Bay, M Street Beach and Carson Beach ""Fort Independence, five pentagonal bastioned, granite fortress built between 1834 and 1851, is the dominant feature of Castle Island. This 22-acre urban park is connected to mainland by both pedestrian and vehicle lanes. Pleasure Bay, M Street Beach and Carson Beach form three-mile segment of parkland and the beach along the coast south of Boston from Dorchester Bay.Carson Beach offers beautiful views and great public services: rehabilitation of the Mother ""Rest, public restrooms, exhibit space, first aid and lifeguard functions, while the outdoor patios enough space for passive recreation. Carson Beach also has a gateway that allows one to walk, bike or jog along the water from Castle Island to the Kennedy Library.The Fort Independence and Castle Island are on the State and National Registers of Historic Places, and the fort is a National Historic Landmark. Fort Independence is open from Memorial Day through Columbus Day, hours vary. Fort tours are conducted by Castle Island Association in the summer months and no interpretive signage for self-guided. The main agenda item, History of Castle Island, highlights the role of strength in defending the port.The area of the city of South Boston Point, called ""East Side"" by realtors, has seen a significant increase in property values due to their proximity to downtown Boston and gentrification. The ""West Side"" of South Boston, also known as ending the ""inferior"" by lifelong residents, though slower to start the gentrification process also benefits from the proximity to downtown, not only but also the popular South End. In addition, the West Side is home to the first residence Green (LEED Gold Certified) in Boston - the construction of the Macallen that appeared in the film ""The Greening of Southie"".Initially known as the ""Port District"" of the USA, this area was officially the new style ""South Boston Waterfront"" after virulent protest from natives and local politicians, including Council President James M. Kelly.South Boston is home to some of the oldest public housing projects in the United States. During the past 30 years the area has changed from a mostly white population to a more ethnically mixed population.South Boston is served by three Massachusetts Bay Transportation Authority stations of the rapid transit Red Line: Broadway, Andrew and John F. Kennedy / UMass (formerly Columbia).MBTA bus service connects these stations with the residential areas of South Boston, downtown Boston and the Back Bay. MBTA Silver Line, a service of bus rapid transit running in part on a tunnel from South Station, also serves the northern part of South Boston and City Point. South Boston is also served by five bus routes, including the numbers 5, 7, 9, 10, 11."
Boston,"Atwood's Tavern - Boston, Massachusetts - Lively Sports Bar in the Heart of Cambridge","Atwood's Tavern is a popular bar in the Cambridge area of Massachusetts that offers greasy food and lots of entertainment. Atwood's Tavern is located at 877 Cambridge Street in Cambridge. This low-key hangout serves up American comfort food and a great selection of local and regional microbrews on tap, such as Ipswich Irish Oatmeal Stout and Brooklyn Lager. Catch blues, roots and rock bands on stage on the weekends; trivia is W at 7:30 p.m. Open M-F 2 p.m.-1 a.m., Sa-Su 11:30-1 a.m.Driving directions consist of the following. From southern Boston take I93 North to exit 26 along Storrow Drive and follow the signs to Cambridge (stay in the left lane off the exit). Go through the lights heading north on Msrgr. O'Brien Highway, passing the Museum of Science on your left. Pass through two more sets of lights, then bear left at the third set onto Cambridge St. Lechemere T Station will be on your right. Continue straight down Cambridge St. Atwood's Tavern is roughly .75 miles from Lechemere Stationon the right, across from the King Open School.From the North - Take I93 South to the Leverett Connector and follow the signs towards Cambridge. Go through the lights heading north on Msrgr. O'Brien Highway, passing the Museum of Science on your left. Pass through two more sets of lights, and then bear left at the third set onto Cambridge St. Lechemere T Station will be on your right. Continue straight down Cambridge St. Atwoods Tavern is roughly .75 miles from Lechemere Stationon the right, across from the King Open School.A full service beer and wine list is available at this tavern along with appetizers and meals. Examples of the food list are Vermont Cheddar Cheese and BBQ Free Range Chicken. The bar is known as having some of the best appetizers in the area. The tavern is popular among college students for the wide variety of entertainment along with local residents and tourists. There is something for everyone at that tavern.Sporting events draw a large and lively crowd where visitors can sit for hours ordering appetizers and watch the games. During soccer games, the crowd can get exceptionally lively. Other than the tavern, the neighborhood feel is peaceful and quiet. Local residents claim that this tavern is the best sports bar in all of Boston.  There are a wide range of televisions that give patrons their own view from just about every location in the tavern.On the weekends there are local bands and larger named groups that perform at the Tavern. The entertainment is lively and draws crowds from all over Boston and outlying areas. From blues and jazz to comedy, this place brings in a wide variety of entertainers to choose from."
Boston,"Back Bay Neighborhood - Boston, Massachusetts - Bay with one of the Best Shopping Malls in the Area","The neighborhood got its name because the area was once a wide release in the 19th century, literally the ""Back Bay"" in Boston. To the west of the Shawmut Peninsula, across the bay from Boston, a wide bay opened between Boston and Cambridge, with the Charles River to enter at the west. As with the entire New England coast, the bay was tidal, with water rising and falling several feet throughout the day.Culturally speaking, the Back Bay is known for being the home of the rich and upper middle class. It is best known for its expensive housing and shopping areas. Most stores are located in Newbury and Boylston Street, with the ends closer to the Boston Public Garden traditionally more expensive. Back Bay is full of luxury hotels including the Copley Plaza hotel, the Colonnade Hotel, The Westin Copley Place, Fairmont Copley Plaza, and the largest hotel in the city, the Boston Marriott Copley Place. The Mandarin Oriental, Boston, opened its doors in October 2008 with a house in the arcade area, and a number of luxury designer boutiques and restaurants.The Copley Square area is near the railway terminal of Back Bay, and is the link between the east of a system of hotels and shopping malls connected by a set of glass pedestrian overpasses.Copley Place Mall great includes the first Neiman Marcus opened in the New England area. The system of overpasses extends over half a mile from the Prudential Center and the shops that surround it. The 52-story Prudential Tower, thought a marvel in 1964, is considered by some ugly. However, the Prudential Skywalk observatory offers wonderful views of Back Bay, Boston and its environs. The John Hancock Tower which raises 60 floors and is the tallest building in Boston is a few blocks away. She recently completed nearby skyscrapers are 111 Huntington Ave (36 floors, completed in 2002) and Clarendon (32 floors, completed in 2009).The residential streets of Back Bay are some of the best preserved examples of 19th century urban architecture in the U.S. Copley Square, surrounded by Clarendon, Boylston, Dartmouth, and St. James streets, includes Trinity Church, Boston Public Library, the John Hancock Tower, and other fine examples of architecture. The ""Back Bay Historic District"" was included on the National Register of Historic Places on 14 August 1973. The Prudential Center has awarded the Urban Land Institute Award for Best Mixed-use goods in 2006.The monumental building, for the first time in the square was the Museum of Fine Arts building. Initiated in 1870 and opened in 1876, with much of its collection taken from the Ateneo Art Gallery in Boston. The construction of Gothic Revival red was demolished and rebuilt as the Copley Plaza Hotel still exists today.If you are looking for fine shopping and upper scale dining venues this neighborhood has a lot to offer."
Boston,"Bay Village Neighborhood - Boston, Massachusetts - Smallest and Least Known Neighborhood in all of Boston","Bay Village is the smallest and perhaps least known of all Boston neighborhoods, with a population of about 2,100 residents, most living in small brick row houses. The Massachusetts Turnpike is the southern boundary of the quarter, which coincides with the right of way of Boston and Worcester Railroad, and was established in the 1830s.Marginal Highway and Cortes Street are the surface roads that run along the Pike. Throughout the Pike to the southwest is the South End neighborhood; southeast of the Pike and Tremont Street is the southern edge of Chinatown. To the west of Berkeley Street and north of Columbus Street (west of Arlington Street) is the Back Bay neighborhood. In North Stuart Street is Park Square, and east of Charles Street is the theater district.Bay Village is relatively quiet due to limited automobile traffic. There is a non-grid agreement and one-way street arrangement that makes the residential streets on the interior peaceful.Traditionally there were exclusively average lower-middle class residing here, but the neighborhood has become relatively expensive and luxury from around the 1990s.The western part of the neighborhood was originally part of the body of water known as the Back Bay, west of the isthmus of the neck of Boston. This area was once known as South Bay, in the original waterline was in the area of Arlington Street (formerly Fernando Street). In the 1820s, the neighborhood was full of land by developer Ephraim Marsh before landfill mass of Back Bay and South End neighborhoods. Throughout its history, the neighborhood has been known at different times as the Church Street District, South Cove and Kerry Village.Architecturally, the Bay of many village homes seems smaller versions of Beacon Hill homes. This is largely because many of the craftsmen who built the Beacon Hill residences were established in this area and built local residences for their own use. Fayette Street, named after the hero of the War of Independence, the Marquis de Lafayette, has many houses dating from the Federal period. Grander five-story townhouses in the Greek revival style are located in the Melrose Street. After the area west of Arlington Street were full, residential developers to build luxury ""hotels"" in the Victorian style in Cortes and Isabella Street.During the second half of 1800, some streets in Bay Village were raised 12-18 feet, like the South End and Back Bay were created by the dumping continued. Visitors can see evidence of this today by noting the location of the basement windows in some buildings of Fayette Street, and the arches opening rides running under houses in the stable rear.Today, the neighborhood offers an eclectic mix of architectural styles and an interesting mix of residents - married, single, students, professionals, families with children of all ages, varied ethnic backgrounds - all calling Bay Village home. The district has some of the best parks, restaurants, theaters and cultural centers throughout the city."
Boston,"Beacon Hill Neighborhood - Boston, Massachusetts - Quaint and Desirable Neighborhood Rich in History and Uniqueness","Beacon Hill is a historic part of Boston, Massachusetts, which along with neighboring Back Bay is home to around 26,000 people. It is a terraced house federal-style and is known for its narrow streets, gas lighting and brick sidewalks. Today, Beacon Hill is considered one of the most desirable and expensive areas of Boston.The Beacon Hill area is located just north of Boston Common and Public Garden in Boston and is limited generally to the south by Beacon Street, Somerset Street in the east, Cambridge Street and Storrow Drive north along the banks of Charles River Esplanade to the west. The block bounded by Beacon, Tremont and Park Street is also included, as is the Boston Common itself. The level section of the west side of Charles Street, in landfills, is known locally as the ""flat of the hill.''Because the Massachusetts State House is located in a prominent place in the top of the hill, the term ""Beacon Hill"" is also often used as a metonymy in the local media to refer to the state government or the legislature.Like many similarly named areas, the neighborhood is named after the location of an old lighthouse atop the highest point in central Boston, once located just behind the current site of the Massachusetts State House. The hill, and two other nearby hills, was substantially reduced in height to allow housing development in the area and use the land to create land by filling the Mill Pond in the northeast.The whole hill was once owned by William Blaxton, the first European settler of Boston, from 1625 to 1635, he sold his land to the Puritans. The south slope of Beacon Hill, facing the common was socially desirable side in the 19th century. Black Beacon Hill was on the northern slope. The two hills were largely united on the subject of abolition. Beacon Hill was one of the first centers of the movement against slavery in the antebellum era.In 1937, the Late George Apley, a Pulitzer Prize-winning novel, gave a satirical description of the upper class white residents of Beacon Hill.Until a major project of urban renewal in the 1950s, the red district of Scollay Square bloomed just east of Beacon Hill, like the West End neighborhood to the north. Beacon Hill was declared a National Historic Landmark on 19 December 1962.Many sites of interest are located in the neighborhood including Suffolk University, Park Street Church, and the Francis Parkman House. The Bull and Finch Bar on Beacon Street is located in the area and was the inspirational source behind the exterior shots of the Cheers television show.There are several museums in the area including the Museum of African American History which is New England's largest museum that is dedicated to the contribution of African American exhibitions. The museum is located at the African Meeting House."
